station_id,station_name,datetime,temperature,rainfall,,,,
C0Z230,和平,2021/4/14 12:00,22.6,4.5,,,,
C0Z230,和平,2021/4/15 12:00,23.1,0,,,,
C0Z230,和平,2021/4/16 12:00,23.5,0,,,,
C0Z230,和平,2021/4/17 12:00,23.7,0,,,,
C0Z230,和平,2021/4/18 12:00,21.1,0,,,,
C0Z230,和平,2021/4/19 12:00,21.5,0,,,,
C0Z230,和平,2021/4/20 12:00,22.5,0,,,,
C0Z230,和平,2021/4/21 12:00,23.4,0,,,,
C0Z230,和平,2021/4/22 12:00,24.3,4.5,,,,
C0Z230,和平,2021/4/23 12:00,24.6,0,,,,
C0Z230,和平,2021/4/24 12:00,23.5,2,,,,
C0Z230,和平,2021/4/25 12:00,21.8,16.5,,,,
C0Z230,和平,2021/4/26 12:00,22.6,0,,,,
C0Z230,和平,2021/4/27 12:00,23,0,,,,
C0Z230,和平,2021/4/28 12:00,24.5,8.5,,,,
C0Z230,和平,2021/4/29 12:00,21.3,1,,,,
C0Z230,和平,2021/4/30 12:00,24,0,,,,
C0Z230,和平,2021/5/1 0:00,25.2,0,,,,
C0Z230,和平,2021/5/2 12:00,25.3,0,,,,
C0Z230,和平,2021/5/3 12:00,23.5,24,,,,
C0Z230,和平,2021/5/4 12:00,25.1,18,,,,
C0Z230,和平,2021/5/5 12:00,23.6,0,,,,
C0Z230,和平,2021/5/6 12:00,24.4,0,,,,
C0Z230,和平,2021/5/7 12:00,26.3,0,,,,
C0Z230,和平,2021/5/8 12:00,26.7,0.5,,,,
C0Z230,和平,2021/5/9 12:00,26.9,0,,,,
C0Z230,和平,2021/5/10 12:00,27.5,0,,,,
C0Z230,和平,2021/5/11 12:00,27.5,0,,,,
C0Z230,和平,2021/5/12 12:00,27.9,0,,,,
C0Z230,和平,2021/5/13 12:00,27.9,19.5,,,,
C0Z230,和平,2021/5/14 12:00,27.6,4,,,,
C0Z230,和平,2021/5/15 12:00,27.7,0,,,,
C0Z230,和平,2021/5/16 12:00,27.9,0,,,,
C0Z230,和平,2021/5/17 12:00,28.3,0.5,,,,
C0Z230,和平,2021/5/18 12:00,27.9,1.5,,,,
C0Z230,和平,2021/5/19 12:00,27.9,47.5,,,,
C0Z230,和平,2021/5/20 12:00,27.9,0.5,,,,
C0Z230,和平,2021/5/21 12:00,28.3,0,,,,
C0Z230,和平,2021/5/22 12:00,28.3,0,,,,
C0Z230,和平,2021/5/23 12:00,28.1,0,,,,
C0Z230,和平,2021/5/24 12:00,28,31.5,,,,
C0Z230,和平,2021/5/25 12:00,26.5,0,,,,
C0Z230,和平,2021/5/26 12:00,28.3,14,,,,
C0Z230,和平,2021/5/27 12:00,28.7,0,,,,
C0Z230,和平,2021/5/28 12:00,28.7,0,,,,
C0Z230,和平,2021/5/29 12:00,25.7,9,,,,
C0Z230,和平,2021/5/30 12:00,26.1,20,,,,
C0Z230,和平,2021/5/31 12:00,25.5,13.5,,,,
C0Z230,和平,2021/6/1 0:00,27.1,0,,,,
C0Z230,和平,2021/6/2 12:00,28.3,11.5,,,,
C0Z230,和平,2021/6/3 12:00,29.1,0,,,,
C0Z230,和平,2021/6/4 12:00,28.8,14.5,,,,
C0Z230,和平,2021/6/5 12:00,26.3,26,,,,
C0Z230,和平,2021/6/6 12:00,25.2,19.5,,,,
C0Z230,和平,2021/6/7 12:00,26.6,0.5,,,,
C0Z230,和平,2021/6/8 12:00,27.5,0,,,,
C0Z230,和平,2021/6/9 12:00,27.7,0,,,,
C0Z230,和平,2021/6/10 12:00,28.2,0,,,,
C0Z230,和平,2021/6/11 12:00,28.9,0,,,,
C0Z230,和平,2021/6/12 12:00,28.7,0,,,,
C0Z230,和平,2021/6/13 12:00,28.8,0,,,,
C0Z230,和平,2021/6/14 12:00,28.7,0,,,,
C0Z230,和平,2021/6/15 12:00,29.5,0,,,,
C0Z230,和平,2021/6/16 12:00,29.9,0,,,,
C0Z230,和平,2021/6/17 12:00,30.5,0,,,,
C0Z230,和平,2021/6/18 12:00,30.5,0,,,,
C0Z230,和平,2021/6/19 12:00,30.3,0,,,,
C0Z230,和平,2021/6/20 12:00,30.2,0,,,,
C0Z230,和平,2021/6/21 12:00,30.1,0,,,,
C0Z230,和平,2021/6/22 12:00,27.7,69.5,,,,
C0Z230,和平,2021/6/23 12:00,26.6,40,,,,
C0Z230,和平,2021/6/24 12:00,27.2,4,,,,
C0Z230,和平,2021/6/25 12:00,27.5,0,,,,
C0Z230,和平,2021/6/26 12:00,28.1,0.5,,,,
C0Z230,和平,2021/6/27 12:00,28.8,0,,,,
C0Z230,和平,2021/6/28 12:00,29.1,0,,,,
C0Z230,和平,2021/6/29 12:00,30.1,0,,,,
C0Z230,和平,2021/6/30 12:00,29.6,0,,,,
C0Z230,和平,2021/7/1 0:00,29.6,0,,,,
C0Z230,和平,2021/7/2 12:00,29.6,0,,,,
C0Z230,和平,2021/7/3 12:00,29,0,,,,
C0Z230,和平,2021/7/4 12:00,29.2,0,,,,
C0Z230,和平,2021/7/5 12:00,29.3,3.5,,,,
C0Z230,和平,2021/7/6 12:00,27.9,11.5,,,,
C0Z230,和平,2021/7/7 12:00,28.7,0,,,,
C0Z230,和平,2021/7/8 12:00,29,0,,,,
C0Z230,和平,2021/7/9 12:00,28.8,0,,,,
C0Z230,和平,2021/7/10 12:00,29,0,,,,
C0Z230,和平,2021/7/11 12:00,29.1,0,,,,
C0Z230,和平,2021/7/12 12:00,29.3,0,,,,
C0Z230,和平,2021/7/13 12:00,29.6,0,,,,
C0Z230,和平,2021/7/14 12:00,29.6,0,,,,
C0Z230,和平,2021/7/15 12:00,29.5,0,,,,
C0Z230,和平,2021/7/16 12:00,29.3,0,,,,
C0Z230,和平,2021/7/17 12:00,29,4.5,,,,
C0Z230,和平,2021/7/18 12:00,28.9,1,,,,
C0Z230,和平,2021/7/19 12:00,29.6,0,,,,
C0Z230,和平,2021/7/20 12:00,29.8,0,,,,
C0Z230,和平,2021/7/21 12:00,30.9,0,,,,
C0Z230,和平,2021/7/22 12:00,30.4,2.5,,,,
C0Z230,和平,2021/7/23 12:00,29.3,6,,,,
C0Z230,和平,2021/7/24 12:00,28.6,10,,,,
C0Z230,和平,2021/7/25 12:00,30.2,0,,,,
C0Z230,和平,2021/7/26 12:00,31.1,0,,,,
C0Z230,和平,2021/7/27 12:00,30.6,0,,,,
C0Z230,和平,2021/7/28 12:00,30.5,0,,,,
C0Z230,和平,2021/7/29 12:00,30.5,0,,,,
C0Z230,和平,2021/7/30 12:00,29.9,1,,,,
C0Z230,和平,2021/7/31 12:00,28.5,14,,,,
C0Z230,和平,2021/8/1 0:00,28.2,0.5,,,,
C0Z230,和平,2021/8/2 12:00,28.9,0.5,,,,
C0Z230,和平,2021/8/3 12:00,28.6,16.5,,,,
C0Z230,和平,2021/8/4 12:00,27.5,36.5,,,,
C0Z230,和平,2021/8/5 12:00,28.3,0,,,,
C0Z230,和平,2021/8/6 12:00,27.8,2,,,,
C0Z230,和平,2021/8/7 12:00,26.6,8,,,,
C0Z230,和平,2021/8/8 12:00,28.3,13,,,,
C0Z230,和平,2021/8/9 12:00,28.6,1,,,,
C0Z230,和平,2021/8/10 12:00,28.7,0,,,,
C0Z230,和平,2021/8/11 12:00,28.7,0,,,,
C0Z230,和平,2021/8/12 12:00,28.8,0,,,,
C0Z230,和平,2021/8/13 12:00,29,0,,,,
C0Z230,和平,2021/8/14 12:00,28.6,0,,,,
C0Z230,和平,2021/8/15 12:00,29.3,0,,,,
C0Z230,和平,2021/8/16 12:00,29.2,0,,,,
C0Z230,和平,2021/8/17 12:00,29,0,,,,
C0Z230,和平,2021/8/18 12:00,28.3,0,,,,
C0Z230,和平,2021/8/19 12:00,27.9,1.5,,,,
C0Z230,和平,2021/8/20 12:00,28.4,0,,,,
C0Z230,和平,2021/8/21 12:00,29,0,,,,
C0Z230,和平,2021/8/22 12:00,29.2,0,,,,
C0Z230,和平,2021/8/23 12:00,29,0,,,,
C0Z230,和平,2021/8/24 12:00,29.2,0,,,,
C0Z230,和平,2021/8/25 12:00,29.1,6,,,,
C0Z230,和平,2021/8/26 12:00,28.9,0.5,,,,
C0Z230,和平,2021/8/27 12:00,28.5,0,,,,
C0Z230,和平,2021/8/28 12:00,28.8,0,,,,
C0Z230,和平,2021/8/29 12:00,29,1,,,,
C0Z230,和平,2021/8/30 12:00,29,7.5,,,,
C0Z230,和平,2021/8/31 12:00,28.5,6.5,,,,
C0Z230,和平,2021/9/1 0:00,29,0,,,,
C0Z230,和平,2021/9/2 12:00,29,0,,,,
C0Z230,和平,2021/9/3 12:00,28.7,0,,,,
C0Z230,和平,2021/9/4 12:00,28.9,0,,,,
C0Z230,和平,2021/9/5 12:00,28.7,2.5,,,,
C0Z230,和平,2021/9/6 12:00,29.3,0,,,,
C0Z230,和平,2021/9/7 12:00,29.6,0,,,,
C0Z230,和平,2021/9/8 12:00,29.1,0,,,,
C0Z230,和平,2021/9/9 12:00,28.9,0.5,,,,
C0Z230,和平,2021/9/10 12:00,29.6,0,,,,
C0Z230,和平,2021/9/11 12:00,27.7,63,,,,
C0Z230,和平,2021/9/12 12:00,26.9,82,,,,
C0Z230,和平,2021/9/13 12:00,29.3,0,,,,
C0Z230,和平,2021/9/14 12:00,29.7,0,,,,
C0Z230,和平,2021/9/15 12:00,28.5,22,,,,
C0Z230,和平,2021/9/16 12:00,28.3,0,,,,
C0Z230,和平,2021/9/17 12:00,28.4,0,,,,
C0Z230,和平,2021/9/18 12:00,28.8,2.5,,,,
C0Z230,和平,2021/9/19 12:00,29,0,,,,
C0Z230,和平,2021/9/20 12:00,29.4,0,,,,
C0Z230,和平,2021/9/21 12:00,28.8,0,,,,
C0Z230,和平,2021/9/22 12:00,28.8,0,,,,
C0Z230,和平,2021/9/23 12:00,28.4,7,,,,
C0Z230,和平,2021/9/24 12:00,28.2,0,,,,
C0Z230,和平,2021/9/25 12:00,27.5,0.5,,,,
C0Z230,和平,2021/9/26 12:00,27.7,0,,,,
C0Z230,和平,2021/9/27 12:00,28.2,0,,,,
C0Z230,和平,2021/9/28 12:00,28,0,,,,
C0Z230,和平,2021/9/29 12:00,28,0,,,,
C0Z230,和平,2021/9/30 12:00,27.6,4,,,,
C0Z230,和平,2021/10/1 0:00,28.2,0,,,,
C0Z230,和平,2021/10/2 12:00,27.9,0,,,,
C0Z230,和平,2021/10/3 12:00,27.5,0,,,,
C0Z230,和平,2021/10/4 12:00,28.1,27,,,,
C0Z230,和平,2021/10/5 12:00,27.2,10.5,,,,
C0Z230,和平,2021/10/6 12:00,27.5,8,,,,
C0Z230,和平,2021/10/7 12:00,27.8,0,,,,
C0Z230,和平,2021/10/8 12:00,28.2,0.5,,,,
C0Z230,和平,2021/10/9 12:00,27.5,0,,,,
C0Z230,和平,2021/10/10 12:00,27.4,1.5,,,,
C0Z230,和平,2021/10/11 12:00,26.6,86,,,,
C0Z230,和平,2021/10/12 12:00,27.8,74.5,,,,
C0Z230,和平,2021/10/13 12:00,25.7,116.5,,,,
C0Z230,和平,2021/10/14 12:00,25.4,18.5,,,,
C0Z230,和平,2021/10/15 12:00,25.8,0,,,,
C0Z230,和平,2021/10/16 12:00,25.4,47,,,,
C0Z230,和平,2021/10/17 12:00,23.3,16,,,,
C0Z230,和平,2021/10/18 12:00,23.1,0,,,,
C0Z230,和平,2021/10/19 12:00,23.9,0,,,,
C0Z230,和平,2021/10/20 12:00,23.8,0,,,,
C0Z230,和平,2021/10/21 12:00,24.3,0,,,,
C0Z230,和平,2021/10/22 12:00,22.5,0.5,,,,
C0Z230,和平,2021/10/23 12:00,20.8,0.5,,,,
C0Z230,和平,2021/10/24 12:00,22.7,0,,,,
C0Z230,和平,2021/10/25 12:00,23.3,0.5,,,,
C0Z230,和平,2021/10/26 12:00,22.7,0.5,,,,
C0Z230,和平,2021/10/27 12:00,23.1,0,,,,
C0Z230,和平,2021/10/28 12:00,23.1,0,,,,
C0Z230,和平,2021/10/29 12:00,22.6,0,,,,
C0Z230,和平,2021/10/30 12:00,23.4,0,,,,
C0Z230,和平,2021/10/31 12:00,23.5,0,,,,
C0Z230,和平,2021/11/1 0:00,23,0,,,,
C0Z230,和平,2021/11/2 12:00,22.9,0,,,,
C0Z230,和平,2021/11/3 12:00,22.4,3,,,,
C0Z230,和平,2021/11/4 12:00,21.6,10,,,,
C0Z230,和平,2021/11/5 12:00,24.5,0,,,,
C0Z230,和平,2021/11/6 12:00,25.2,0,,,,
C0Z230,和平,2021/11/7 12:00,24.5,0,,,,
C0Z230,和平,2021/11/8 12:00,20.9,0,,,,
C0Z230,和平,2021/11/9 12:00,17.9,0,,,,
C0Z230,和平,2021/11/10 12:00,17.8,0,,,,
C0Z230,和平,2021/11/11 12:00,18.9,0,,,,
C0Z230,和平,2021/11/12 12:00,17.7,2.5,,,,
C0Z230,和平,2021/11/13 12:00,18.4,7,,,,
C0Z230,和平,2021/11/14 12:00,20.2,0,,,,
C0Z230,和平,2021/11/15 12:00,20.9,2,,,,
C0Z230,和平,2021/11/16 12:00,21.2,6.5,,,,
C0Z230,和平,2021/11/17 12:00,21.9,1,,,,
C0Z230,和平,2021/11/18 12:00,22.8,0,,,,
C0Z230,和平,2021/11/19 12:00,23.2,7,,,,
C0Z230,和平,2021/11/20 12:00,21.6,5,,,,
C0Z230,和平,2021/11/21 12:00,23.5,2.5,,,,
C0Z230,和平,2021/11/22 12:00,20.5,0,,,,
C0Z230,和平,2021/11/23 12:00,18,0,,,,
C0Z230,和平,2021/11/24 12:00,17.9,0,,,,
C0Z230,和平,2021/11/25 12:00,20.8,0,,,,
C0Z230,和平,2021/11/26 12:00,20.8,7,,,,
C0Z230,和平,2021/11/27 12:00,19.3,8,,,,
C0Z230,和平,2021/11/28 12:00,19.7,37.5,,,,
C0Z230,和平,2021/11/29 12:00,20.2,37.5,,,,
C0Z230,和平,2021/11/30 12:00,21.4,0.5,,,,
C0Z230,和平,2021/12/1 0:00,17,0,,,,
C0Z230,和平,2021/12/2 12:00,17.5,0,,,,
C0Z230,和平,2021/12/3 12:00,16.3,0,,,,
C0Z230,和平,2021/12/4 12:00,17.1,0,,,,
C0Z230,和平,2021/12/5 12:00,18.7,1,,,,
C0Z230,和平,2021/12/6 12:00,19.9,0.5,,,,
C0Z230,和平,2021/12/7 12:00,19.3,8,,,,
C0Z230,和平,2021/12/8 12:00,19.6,0,,,,
C0Z230,和平,2021/12/9 12:00,19.6,1,,,,
C0Z230,和平,2021/12/10 12:00,19,0.5,,,,
C0Z230,和平,2021/12/11 12:00,20.4,1,,,,
C0Z230,和平,2021/12/12 12:00,20.7,0,,,,
C0Z230,和平,2021/12/13 12:00,19.1,0,,,,
C0Z230,和平,2021/12/14 12:00,19.5,4,,,,
C0Z230,和平,2021/12/15 12:00,20.9,17,,,,
C0Z230,和平,2021/12/16 12:00,22,1,,,,
C0Z230,和平,2021/12/17 12:00,19.2,0,,,,
C0Z230,和平,2021/12/18 12:00,16.5,0,,,,
C0Z230,和平,2021/12/19 12:00,17.2,0,,,,
C0Z230,和平,2021/12/20 12:00,18.6,0,,,,
C0Z230,和平,2021/12/21 12:00,20.6,3.5,,,,
C0Z230,和平,2021/12/22 12:00,21.6,0,,,,
C0Z230,和平,2021/12/23 12:00,21.8,0,,,,
C0Z230,和平,2021/12/24 12:00,21.7,0,,,,
C0Z230,和平,2021/12/25 12:00,18,0,,,,
C0Z230,和平,2021/12/26 12:00,16,0,,,,
C0Z230,和平,2021/12/27 12:00,16.4,0,,,,
C0Z230,和平,2021/12/28 12:00,18.2,0,,,,
C0Z230,和平,2021/12/29 12:00,19.6,0,,,,
C0Z230,和平,2021/12/30 12:00,17,0,,,,
C0Z230,和平,2021/12/31 12:00,16.8,0,,,,
C0Z230,和平,2022/1/1 0:00,18.6,0,,,,
C0Z230,和平,2022/1/2 12:00,18.1,0,,,,
C0Z230,和平,2022/1/3 12:00,19.2,0,,,,
C0Z230,和平,2022/1/4 12:00,20.4,2.5,,,,
C0Z230,和平,2022/1/5 12:00,20.8,0.5,,,,
C0Z230,和平,2022/1/6 12:00,18.6,0.5,,,,
C0Z230,和平,2022/1/7 12:00,17.5,2,,,,
C0Z230,和平,2022/1/8 12:00,17.4,0,,,,
C0Z230,和平,2022/1/9 12:00,18.8,0,,,,
C0Z230,和平,2022/1/10 12:00,19.1,0,,,,
C0Z230,和平,2022/1/11 12:00,15.8,0,,,,
C0Z230,和平,2022/1/12 12:00,14.4,0,,,,
C0Z230,和平,2022/1/13 12:00,15.8,0,,,,
C0Z230,和平,2022/1/14 12:00,15,0,,,,
C0Z230,和平,2022/1/15 12:00,17.8,0,,,,
C0Z230,和平,2022/1/16 12:00,19.6,0,,,,
C0Z230,和平,2022/1/17 12:00,20.1,0,,,,
C0Z230,和平,2022/1/18 12:00,18,1.5,,,,
C0Z230,和平,2022/1/19 12:00,17.6,3.5,,,,
C0Z230,和平,2022/1/20 12:00,17.1,37,,,,
C0Z230,和平,2022/1/21 12:00,16.8,66,,,,
C0Z230,和平,2022/1/22 12:00,18.2,61.5,,,,
C0Z230,和平,2022/1/23 12:00,21.8,0,,,,
C0Z230,和平,2022/1/24 12:00,19.8,0.5,,,,
C0Z230,和平,2022/1/25 12:00,18.8,9.5,,,,
C0Z230,和平,2022/1/26 12:00,19.6,2.5,,,,
C0Z230,和平,2022/1/27 12:00,21.2,0,,,,
C0Z230,和平,2022/1/28 12:00,19.7,13.5,,,,
C0Z230,和平,2022/1/29 12:00,19.1,15.5,,,,
C0Z230,和平,2022/1/30 12:00,17.5,0,,,,
C0Z230,和平,2022/1/31 12:00,16.1,0,,,,
C0Z230,和平,2022/2/1 0:00,18.1,0.5,,,,
C0Z230,和平,2022/2/2 12:00,20.1,0,,,,
C0Z230,和平,2022/2/3 12:00,19.2,1.5,,,,
C0Z230,和平,2022/2/4 12:00,17.9,0,,,,
C0Z230,和平,2022/2/5 12:00,16.4,0,,,,
C0Z230,和平,2022/2/6 12:00,16.4,0,,,,
C0Z230,和平,2022/2/7 12:00,18.6,1.5,,,,
C0Z230,和平,2022/2/8 12:00,17.8,0,,,,
C0Z230,和平,2022/2/9 12:00,18.6,0,,,,
C0Z230,和平,2022/2/10 12:00,19.1,5.5,,,,
C0Z230,和平,2022/2/11 12:00,19.5,7,,,,
C0Z230,和平,2022/2/12 12:00,21.1,0,,,,
C0Z230,和平,2022/2/13 12:00,20.2,1.5,,,,
C0Z230,和平,2022/2/14 12:00,16.4,3.5,,,,
C0Z230,和平,2022/2/15 12:00,16.2,0,,,,
C0Z230,和平,2022/2/16 12:00,15.6,72.5,,,,
C0Z230,和平,2022/2/17 12:00,16.4,19.5,,,,
C0Z230,和平,2022/2/18 12:00,18.6,0,,,,
C0Z230,和平,2022/2/19 12:00,17,0,,,,
C0Z230,和平,2022/2/20 12:00,13.3,1,,,,
C0Z230,和平,2022/2/21 12:00,13.9,6,,,,
C0Z230,和平,2022/2/22 12:00,18.1,6.5,,,,
C0Z230,和平,2022/2/23 12:00,17.2,4.5,,,,
C0Z230,和平,2022/2/24 12:00,16.7,0,,,,
C0Z230,和平,2022/2/25 12:00,18.1,1,,,,
C0Z230,和平,2022/2/26 12:00,19.9,1,,,,
C0Z230,和平,2022/2/27 12:00,19.2,0.5,,,,
C0Z230,和平,2022/2/28 12:00,20.9,0,,,,
C0Z230,和平,2022/3/1 0:00,22.2,0,,,,
C0Z230,和平,2022/3/2 12:00,21,0,,,,
C0Z230,和平,2022/3/3 12:00,20.8,6.5,,,,
C0Z230,和平,2022/3/4 12:00,22.9,0,,,,
C0Z230,和平,2022/3/5 12:00,21.8,0.5,,,,
C0Z230,和平,2022/3/6 12:00,20.2,0,,,,
C0Z230,和平,2022/3/7 12:00,19.3,0,,,,
C0Z230,和平,2022/3/8 12:00,17.3,0,,,,
C0Z230,和平,2022/3/9 12:00,19.8,0,,,,
C0Z230,和平,2022/3/10 12:00,21.5,0,,,,
C0Z230,和平,2022/3/11 12:00,20.9,3,,,,
C0Z230,和平,2022/3/12 12:00,22.4,0,,,,
C0Z230,和平,2022/3/13 12:00,22.4,0,,,,
C0Z230,和平,2022/3/14 12:00,23.3,0,,,,
C0Z230,和平,2022/3/15 12:00,22.8,0,,,,
C0Z230,和平,2022/3/16 12:00,23.3,0,,,,
C0Z230,和平,2022/3/17 12:00,23.8,1,,,,
C0Z230,和平,2022/3/18 12:00,22,0,,,,
C0Z230,和平,2022/3/19 12:00,21.8,2.5,,,,
C0Z230,和平,2022/3/20 12:00,21.2,49,,,,
C0Z230,和平,2022/3/21 12:00,23.7,2,,,,
C0Z230,和平,2022/3/22 12:00,21.8,0,,,,
C0Z230,和平,2022/3/23 12:00,19.6,9,,,,
C0Z230,和平,2022/3/24 12:00,19.5,0,,,,
C0Z230,和平,2022/3/25 12:00,23.9,0,,,,
C0Z230,和平,2022/3/26 12:00,24.8,0.5,,,,
C0Z230,和平,2022/3/27 12:00,20.9,0.5,,,,
C0Z230,和平,2022/3/28 12:00,20.4,2,,,,
C0Z230,和平,2022/3/29 12:00,21.4,1.5,,,,
C0Z230,和平,2022/3/30 12:00,24,0.5,,,,
C0Z230,和平,2022/3/31 12:00,23.2,0,,,,
C0Z230,和平,2022/4/1 0:00,19.5,0,,,,
C0Z230,和平,2022/4/2 12:00,19.1,0,,,,
C0Z230,和平,2022/4/3 12:00,18.3,0,,,,
C0Z230,和平,2022/4/4 12:00,19.7,0,,,,
C0Z230,和平,2022/4/5 12:00,20.4,0,,,,
C0Z230,和平,2022/4/6 12:00,20.6,5,,,,
